Title,paper_ID,Authors & year,Language,Duplicates,,doi
"Productivity, distributive justice, and bargaining among children",ENG00192,Benton (1971),ENG,,,10.1037/h0030702
Reactions to various patterns of deceit in a mixed-motive game,ENG00193,Benton (1972),ENG,,,10.3758/BF03336592
Effects of extremity of offers and concession rate on the outcomes of bargaining,ENG00194,"Benton, Kelley, & Liebling (1972)",ENG,,,10.1037/h0033368
The Speed of Learning in Noisy Games: Partial Reinforcement and the Sustainability of Cooperation,ENG00195,Bereby-Meyer & Roth (2006),ENG,,,10.1257/aer.96.4.1029
Personality and situational factors differently influence high Mach and low Mach persons' decisions in a social dilemma game,ENG00196,Bereczkei & Czibor (2014),ENG,,,10.1016/j.paid.2014.02.035
Neural correlates of Machiavellian strategies in a social dilemma task,ENG00197,"Bereczkei, Deak, Papp, Perlaki & Orsi (2013)",ENG,,,10.1016/j.bandc.2013.02.012
"Trust, Reciprocity, and Social History",ENG00198,"Berg, Dickhaut & McCabe (1995)",ENG,,,10.1006/game.1995.1027
Bargaining with the devil: Using economic decision-making tasks to examine the heterogeneity of psychopathic traits,ENG00199,"Berg, Lilienfeld, & Waldman",ENG,,,10.1016/j.jrp.2013.04.003
Gender composition and group dynamics: Evidence from a laboratory experiment with microfinance clients,ENG00200,"Berge, Juniwaty, & Sekei (2016)",ENG,,,10.1016/j.jebo.2016.07.015
"Aggressive Behavior of Delinquent, Dependent, and ""Normal"" White and Black Boys in Social Conflicts",ENG00201,Berger & Tedeschi (1969),ENG,,,10.1016/0022-1031(69)90060-2
Exposure to Hedione increases reciprocity in humans,ENG00202,"Berger, Hatt, & Ockenfels (2017)",ENG,,,10.3389/fnbeh.2017.00079
"Building, betraying, and buffering trust in interracial and same-race friendships",ENG00203,Bergsieker (2013),ENG,,,NA
Sociality as a Natural Mechanism of Public Goods Provision,ENG00204,"Berkman, Lukinova, Menshikov & Myagkov (2015)",ENG,,,10.1371/journal.pone.0119685
"Alternative Measures of Authoritarianism, Response Sets, and Prediction in a Two-Person Game",ENG00205,Berkowitz (1968),ENG,,,10.1080/00224545.1968.9924850
"Defense, vulnerability, and cooperation in a mixed-motive game",ENG00206,"Berkowitz, Hylander, & Bakaitis (1973)",ENG,,,10.1037/h0034219
The value of non-binding announcements in public goods experiments : some theory and experimental evidence,ENG00207,"Berlemann, Dittrich & Markwardt (2009)",ENG,,,10.1016/j.socec.2008.10.013
The value of non-binding announcements in public goods experiments: Some theory and experimental evidence,ENG00208,"Berlemann, Dittrich, & Markwardt (2009)",ENG,,,10.1016/j.socec.2008.10.013
"Two are better than one! Individuals' contributions to ""unpacked"" public goods",ENG00209,"Bernasconi, Corazzini, Kube & Maréchal (2009)",ENG,,,10.1016/j.econlet.2009.03.015
Group Affiliation and Altruistic Norm Enforcement,ENG00210,"Bernhard, Fehr & Fischbacher (2006)",ENG,Duplicate,,10.1257/000282806777212594
Group affiliation and altruistic norm enforcement,ENG00211,"Bernhard, Fehr, & Fischbacher (2006)",ENG,Duplicate,,10.1257/000282806777212594
Parochial altruism in humans,ENG00212,"Bernhard, Fischbacher & Fehr (2006)",ENG,,,10.1038/nature04981
"Contingent values for New Mexico instream flows: With tests of scope, group-size reminder and temporal reliability",ENG00213,"Berrens, Bohara, Silva, Brookshire & McKee (2000)",ENG,,,10.1006/jema.1999.0308
"Further Investigation of Voluntary Contribution Contingent Valuation: Fair Share, Time of Contribution, and Respondent Uncertainty",ENG00214,"Berrens, Jenkins-Smith, Bohara & Silva (2002)",ENG,,,10.1006/jeem.2001.1193
When to cooperate and when to compete: Emotional intelligence in interpersonal decision-making,ENG00215,"Berrocal, Natalio Extremera, Lopes & Aranda (2014)",ENG,,,10.1016/j.jrp.2013.12.005
The effect of westernization on cooperative behavior in Central Africa,ENG00216,Bethelehem (1975),ENG,,,10.1080/00207597508247333
"Cooperation, Competition and Altruism Among Schoolchildren in Zambia",ENG00217,Bethlehem (1973),ENG,,,10.1080/00207597308247069
The Development of an Intragroup Norm and the Effects of Interpersonal and Structural Challenges,ENG00218,Bettenhausen & Murnighan (1991),ENG,,,10.2307/2393428
Response to strategy and communication in an arms race-disarmament dilemma,ENG00219,Betz (1991),ENG,,,10.1177/0022002791035004006
Social motives and the use of influence attempts,ENG00220,Betz (1993),ENG,,,10.2466/pr0.1993.73.3f.1289
Comparison of GRIT versus GRIT/Tit-For-Tat,ENG00221,Betz (1995),ENG,,,10.2466/pr0.1995.76.1.322
Inter-team contests with power differential,ENG00222,Bhattacharya (2016),ENG,,,10.1016/j.jebo.2016.09.004
Negative reciprocity and its relation to anger-like emotions in identity-homogeneous and -heterogeneous groups,ENG00223,"Bicskei, Lankau, & Bizer (2016)",ENG,,,10.3390/socsci4010148
Explaining cooperation in groups: Testing models of reciprocity and learning,ENG00224,"Biele, Rieskamp, & Czienskowski (2008)",ENG,,,10.1016/j.obhdp.2008.01.001
Effective and efficient experimental instructions,ENG00225,Bigoni & Dragone (2012),ENG,,,10.1016/j.econlet.2012.06.049
Feedback and dynamics in public good experiments,ENG00226,Bigoni & Suetens (2012),ENG,,,10.2139/ssrn.1634835
Strategies of cooperation and punishment among students and clerical workers,ENG00227,"Bigoni, Camera & Casari (2013)",ENG,,,10.2139/ssrn.2069954
Institutional choice versus communication in social dilemmas--An experimental approach,ENG00228,Bischoff (2007),ENG,,,10.1016/j.jebo.2005.01.003
"Control of Choice Exerted by Structural Factors in Two-Person, Non-Zero-Sum Games",ENG00229,Bixenstine & Blundell (1966),ENG,,,10.1177/002200276601000406
Effect of psychopathology and group consensus and cooperative choice in a six-person game,ENG00230,Bixenstine & Douglas (1967),ENG,,,10.1037/h0021197
"Strategies of ""real"" opponents in eliciting cooperative choice in a prisoner's dilemma game",ENG00231,Bixenstine & Garelebein (1971),ENG,,,10.1177/002200277101500204
Effects of level of cooperative choice by the other player on choices in a prisoner's dilemma game: Part II,ENG00232,Bixenstine & Wilson (1963),ENG,,,10.1037/h0044242
Effect of asymmetry in payoff on behavior in a two-person non-zero-sum game,ENG00233,"Bixenstine, Chambers & Wilson (1964)",ENG,,,10.1177/002200276400800206
Collaboration among Six Persons in a Prisoner's Dilemma Game,ENG00234,"Bixenstine, Levitt & Wilson (1966)",ENG,,,10.1177/002200276601000407
Role enactment versus typology: Another test of the triangle hypothesis,ENG00235,"Bixenstine, Lowenfeld, & Engelhart (1981)",ENG,,,10.1037//0022-3514.41.4.776
Effects of level of cooperative choice by the other player on choices in a prisoner's dilemma game: Part I,ENG00236,"Bixenstine, Potash & Wilson (1963)",ENG,,,10.1037/h0040167
"Effects of power, threat, and sex on exploitation",ENG00237,Black & Higbee (1973),ENG,,,10.1037/h0034937
Only for my own neighborhood? Preferences and voluntary provision of local and global public goods,ENG00238,Blackwell & McKee (2003),ENG,,,10.1016/s0167-2681(02)00178-6
Is There a Bias Toward Contributing to Local Public Goods? Cultural Effects,ENG00239,Blackwell & McKee (2010),ENG,,,10.1007/s12143-010-9073-6
The shadow of the future promotes cooperation in a repeated prisoner's dilemma for children,ENG00240,"Blake, Rand, Tingley & Warneken (2015)",ENG,,,10.1038/srep14559
A within-subject analysis of other-regarding preferences,ENG00241,"Blanco, Engelmann & Normann (2011)",ENG,,,10.2139/ssrn.934700
Preferences and beliefs in a sequential social dilemma: a within-subjects analysis,ENG00242,"Blanco, Engelmann, Koch, & Normann (2014)",ENG,,,10.1016/j.geb.2014.05.005
Externalities in appropriation: responses to probabilistic losses,ENG00243,"Blanco, Haller, & Walker (2017)",ENG,,,10.1007/s10683-017-9511-x
The tension between private benefits and degradation externalities from appropriation in the commons,ENG00244,"Blanco, Haller, Lopez, & Walker (2016)",ENG,,,10.1016/j.jebo.2016.02.008
Cooperative Behavior in the Ultimatum Game and Prisoner's Dilemma Depends on Players' Contributions,ENG00245,"Bland, Roiser, Mehta, Schei, Sahakian, Robbins, & Elliott (2017)",ENG,,,10.3389/fpsyg.2017.01017
Reassessing the Predictive Validity of the IAT II:Reanalysis of Heider & Skowronski (2007),ENG00246,Blanton & Mitchell (2011),ENG,,,NA
"Altruism, moral norms and social approval: Joint determinants of individual offset behavior",ENG00247,Blasch & Ohndorf (2015),ENG,,,10.1016/j.ecolecon.2015.04.024
The effect of tax privacy on tax compliance–An experimental investigation,ENG00248,"Blaufus, Bob, Otto, & Wolf (2017)",ENG,,,10.1080/09638180.2016.1258319
Not just babble: Opening the black box of communication in a voluntary contribution experiment,ENG00249,Bochet & Putterman (2009),ENG,,,10.2139/ssrn.1220397
Communication and punishment in voluntary contribution experiments,ENG00250,"Bochet, Page & Putterman (2006)",ENG,,,10.1016/j.jebo.2003.06.006
"The structure of human prosociality: Differentiating altruistically motivated, norm motivated, strategically motivated, and self-reported prosocial behavior",ENG00251,"Böckler, Tusche, & Singer (2016)",ENG,,,10.1177/1948550616639650
Estimating demand for public goods: an experiment,ENG00252,Bohm (1972),ENG,,,10.1016/0014-2921(72)90001-3
Revealing demand for an actual public good,ENG00253,Bohm (1984),ENG,,,10.1016/0047-2727(84)90021-5
Outcome valence and externality valence framing in public good dilemmas,ENG00254,Böhm & Theelen (2016),ENG,,,10.1016/j.joep.2016.04.003
Social categorization and group-motivated interindividual–intergroup discontinuity,ENG00255,"Böhm, Rothermund, Kirchkamp (2013)",ENG,,,10.1002/ejsp.1923
The sound of silence in prisoner's dilemma and dictator games,ENG00256,Bohnet & Frey (1999),ENG,,,10.1016/S0167-2681(98)00121-8
Compensating the cooperators: Is sorting in the prisoner's dilemma possible?,ENG00257,Bohnet & Kübler (2005),ENG,,,10.1016/j.jebo.2003.04.002
"Trust, risk and betrayal",ENG00258,Bohnet & Zeckhauser (2004),ENG,,,10.1016/j.jebo.2003.11.004
Prisoners' Dilemma as a game with incomplete information,ENG00259,Bolle & Ockenfels (1990),ENG,,,10.1016/0167-4870(90)90047-D
Power comes with responsibility—or does it?,ENG00260,Bolle & Vogel (2011),ENG,,,10.1007/s11127-010-9665-y
Multiple motives of pro-social behavior: evidence from the solidarity game,ENG00261,"Bolle, Breitmoser, Heimel & Vogel (2012)",ENG,,,10.1007/s11238-011-9285-0
An experimental test for gender differences in beneficient behavior,ENG00262,Bolton & Katok (1995),ENG,,,10.1016/0165-1765(94)00621-8
An experimental test of the crowding out hypothesis: The nature of beneficent behavior,ENG00263,Bolton & Katok (1998),ENG,,,10.1016/S0167-2681(98)00091-2
How strategy sensitive are contributions? A test of six hypotheses in a two-person dilemma game,ENG00264,"Bolton, Brandts & Katok (2000)",ENG,,,10.1007/s001990050018
Norms and Cohesion as Adaptive Responses To Potential Conflict: An Experimental Study,ENG00265,Bonacich (1972),ENG,,,10.2307/2786500
Secrecy and solidarity,ENG00266,Bonacich (1976),ENG,,,10.2307/2786513
Communication Dilemmas in Social Networks: An Experimental Study,ENG00267,Bonacich (1990),ENG,,,10.2307/2095768
Cooperation and group size in the N-person Prisoner's Dilemma,ENG00268,"Bonacich, Shure, Kahan & Meeker (1976)",ENG,,,10.1177/002200277602000406
Power asymmetries and punishment in a prisoner's dilemma with variable cooperative investment,ENG00269,"Bone, Wallace, Bshary, & Raihani (2016)",ENG,,,10.1371/journal.pone.0155773
The relative efficacies of escalation and deescalation for compliance-gaining in two-party conflicts,ENG00270,Bonoma & Tedeschi (1974),ENG,,,10.2224/sbp.1974.2.2.212
Source prestige and target reactions to threats,ENG00271,"Bonoma, Schlenker, Smith, & Tedeschi (1970)",ENG,,,10.3758/bf03337447
Some Effects of Target Cooperation and Reciprocated Promises on Conflict Resolution,ENG00272,"Bonoma, Tedeschi & Helm (1974)",ENG,,,10.2307/2786379
Dependence and cooperation in the game of Trump,ENG00273,Boone & Macy (1998),ENG,,,NA
"Unlocking the doors of the Prisoner's Dilemma: Dependence, selectivity, and cooperation",ENG00274,Boone & Macy (1999),ENG,,,10.2307/2695824
Competitive and opportunistic behavior in a prisoner's dilemma game: Experimental evidence on the impact of culture and education,ENG00275,Boone & van Witteloostuijn (1999),ENG,,,10.1016/S0956-5221(98)00022-0
The impact of personality on behavior in Five Prisoner's Dilemma games,ENG00276,"Boone, De Brabander & Van Witteloostuijn (1999a)",ENG,,,10.1016/s0167-4870(99)00012-4
Locus of control and strategic behaviour in a prisoner's dilemma game,ENG00277,"Boone, De Brabander, & van Witteloostuijn (1999b)",ENG,,,10.1016/S0191-8869(98)00269-4
Inducing Cooperative Behavior among Proselfs versus Prosocials: The Moderating Role of Incentives and Trust,ENG00278,"Boone, Declerck & Kiyonari (2010)",ENG,,,10.1177/0022002710372329
"Subtle social cues, explicit incentives and cooperation in social dilemmas",ENG00279,"Boone, Declerck, & Suetens (2008)",ENG,,,10.1016/j.evolhumbehav.2007.12.005
Conditional cooperation in network public goods experiments,ENG00280,Boosey (2017),ENG,,,10.1016/j.socec.2017.01.001
Asymmetric network monitoring and punishment in public goods experiments,ENG00281,Boosey & Mark Isaac (2016),ENG,,,10.1016/j.jebo.2016.09.015
The Free-Rider Problem in Intergroup Conflicts Over Step-Level and Continuous Public Goods,ENG00282,Bornstein (1992),ENG,,,10.1037//0022-3514.62.4.597
Cooperation in intergroup and single-group social dilemmas,ENG00283,Bornstein & Ben-Yossef (1994),ENG,Duplicate,,10.1006/jesp.1994.1003
The enhancing effect of intergroup competition on group performance,ENG00284,Bornstein & Erev (1994),ENG,,,10.1016/S0899-8256(02)00012-X
Intergroup competition for the provision of step-level public goods: Effects of preplay communication,ENG00285,Bornstein & Rapoport (1988),ENG,,,10.1002/ejsp.2420180205
"Punishment, Cooperation, and Cheater Detection in ""Noisy"" Social Exchange",ENG00286,Bornstein & Weisel (2010a),ENG,,,10.3390/g1010018
Cooperation in intergroup and single-group social dilemmas,ENG00287,Bornstein & Yossef (1993),ENG,Duplicate,,10.1006/jesp.1994.1003
The Effect of Repeated Play in the IPG and IPD Team Games,ENG00288,"Bornstein, Erev, & Goren (1994)",ENG,,,10.1177/0022002794038004005
Intergroup competition as a structural solution to social dilemmas,ENG00289,"Bornstein, Erev, & Rosen (1990)",ENG,,,NA
Within- and Between-Group Communication in Intergroup Competition for Public Goods,ENG00290,"Bornstein, Rapoport, Kerpel & Katz (1989)",ENG,,,10.1016/0022-1031(89)90031-0
Experimental study of repeated team-games,ENG00291,"Bornstein, Winter, & Goren (1996)",ENG,,,10.1016/s0176-2680(96)00020-1
Luring others into climate action: coalition formation games with threshold and spillover effects,ENG00292,"Bosetti, Heugues, & Tavoni (2017)",ENG,,,10.2139/ssrn.2575611
"Trust, trolleys and social dilemmas: A replication study",ENG00293,Bostyn & Roets (2017),ENG,,,10.1037/xge0000295
"Hypothetical, real, and predicted real willingness to pay in open-ended surveys: experimental results",ENG00294,Botelho & Pinto (2002),ENG,,,10.1080/13504850210148143
Time and uncertainty in resource dilemmas: equilibrium solutions and experimental results,ENG00295,"Botelho, Dinar, Pinto & Rapoport (2014)",ENG,,,10.1007/s10683-013-9388-2
Promoting cooperation in resource dilemmas: Theoretical predictions and experimental evidence,ENG00296,"Botelho, Dinar, Pinto & Rapoport (2015)",ENG,,,10.1016/j.socec.2014.11.007
Linking Appropriation of Common Resources and Provision of Public Goods Decreases Rate of Destruction of the Commons,ENG00297,"Botelho, Dinar, Pinto, & Rapoport (2013)",ENG,,,NA
Social norms and social choice,ENG00298,"Botelho, Harrison, Pinto & Rutström (2005)",ENG,,,NA
Testing static game theory with dynamic experiments: A case study of public goods,ENG00299,"Botelho, Harrison, Pinto & Rutström (2009)",ENG,,,10.1016/j.geb.2008.11.013
Group discussion and cooperation in social dilemmas,ENG00300,Bouas & Komorita (1996),ENG,,,10.1177/01461672962211005
Inter-ethnic trust and reciprocity: results of an experiment with small businessmen,ENG00301,Bouckaert & Dhaene (2004),ENG,,,10.1016/j.ejpoleco.2003.08.006
Cooperation and framing effects in provision point mechanisms: Experimental evidence,ENG00302,"Bougherara, Denant-Boemont & Masclet (2011)",ENG,,,10.1016/j.ecolecon.2011.01.023
